# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	CentralIllinois	Palmetto	Alamo	GreaterTorontoWest	InlandEmpire	MICenterLine	MISouthfield	NEGraniteState	PNWAuburnMountainview	MARMtOlive	MARHatboroHorsham	Israel	GreaterTorontoEast	Arkansas	SanDiego	Crossroads	LakeSuperior	NorthernLights	HubCity	NEUNH	CentralValley	MIKetteringU	MIGullLake	PNWOregonCity	PNWGlacierPeak	NEGroton	MexicoCity	Sacramento	Orlando	GreaterKansasCity	St.Louis	NorthCarolina	NewYorkTechValley	Dallas	Utah	NEWPI	MIEscanaba	MIHowell	MARSpringsideChestnutHill	PNWEasternWashingtonU	PNWMt.Vernon	MARClifton	Waterloo	Montreal	Arizona	LosAngeles	Boilermaker	Buckeye	Virginia	Wisconsin	MIWestMichigan	MIGreatLakesBayRegion	MITraverseCity	PNWWilsonville	NERhodeIsland	PNWShorewood	NESouthington	MARLenape-Seneca	NorthBay	Peachtree	Hawaii	Minnesota10000Lakes	MinnesotaNorthStar	SBPLILongIsland	FingerLakes	QueenCity	Oklahoma	GreaterPittsburgh	SmokyMountains	GreaterDC	NENortheasternU	MILivonia	MISt.Joseph	MIWaterford	PNWAuburn	PNWCentralWashingtonU	NEHartford	MARBridgewaterRaritan	WesternCanada	WindsorEssexGreatLakes	SiliconValley	Colorado	SouthFlorida	Midwest	Bayou	Chesapeake	LasVegas	NewYorkCity	LoneStar	NEPineTree	MiLansing	MIBedford	MITroy	PNWOregonStateU	NewEnglandRegion	MichiganState	AutodeskPNW	MidAtlanticRegion	Archimedes	Curie	Galileo	Newton
																																																																																																													
1	Minneapolis, MN USA	WMEP FAIR School	FAIRBots	5340	2217	9.5066576004028																		9.5066579542707																																																																																					
2	Tewksbury, MA USA	Raytheon/Holt & Bugbee/Mercury Computer Systems Inc./Advanced Polymer Coatings Ltd. & Tewksbury Memorial High School	Master Link Militia	1474	2218	9.4637756347656									9.4637753706234																																																															8.4587160423875																															
1	Hutchinson, MN USA	Boston Scientific & New Century Academy	Molten Steel	4993	2219	9.5																																																															9.4604327344323																																								
2	Otisville, MI USA	LakeVille Memorial High School	Falcons	5238	2220	9.4302949905396																																																					9.430295463508																						8.0354657638136																												
1	North Canton, OH USA	NASA/Lockheed Martin/jcpenney & North Canton City Schools Hoover	Vikings	4121	2221	9.4																																																	9.419906480718																																																						
2	South China, ME USA	Oak Grove Foundation / Maine State Credit Union / Diana Choate / NETCo Inc. / Robotics Institute of Maine / Coutts Brothers & Erskine Academy	Murphy's Lawyers	4042	2222	9.4																					9.4098510937206																																																																						2.7844136237019												
1	Memphis, TN USA	Shelby County Schools & Manassas High School	Gear Grinders	4396	2223	9.3																																																																						9.305511118982																																	
1	oklahoma city, OK USA	OGE CORPORATE & Dove Science Academy-OKC	RoboRocket	4612	2224	9.3																																																																				9.2894473231326																																			
1	South Bend, IN USA	jcpenney & Washington High School	Pandroids	4791	2225	9.2713975906372																																																9.2713977238566																																																							
2	Ledyard, CT USA	Dominion Millstone Power Station & Ledyard High School	Cyber Colonels	1740	2226	9.3																																					9.2663882006142																																									7.5272579695618																									
1	Austin, TX USA	Reed Prototype & Model / Chick-Fil-A & W. Charles Akins H.S. T-STEM Academy	W. Charles Akins T-STEM RoboEagles	3417	2227	9.3																				9.2656539655605																																																																																			
1	Washington, PA USA	Simmons Farm/Range Resources/Washington County 4-H & 4-H Development Fund & Washington County 4-H Chrome Clovers	4-H Chrome Clovers	4032	2228	9.2																																																																					9.2469590103295																																		
1	Tampa, FL USA	King High School	Lions	5283	2229	9.2273530960083																														9.227352911942																																																																									
1	Kansas City, KS USA	The Boeing Company/KC Stem Alliance & Ewing Marion Kauffman Foundation and F.L. Schlagle High School	Horse Power!	1994	2230	9.2																															9.222661044815																																																																								
1	Chattanooga, TN USA	TVA & STEM School Chattanooga	STEM Punks	4924	2231	9.2																																																																						9.2059881690283																																	
1	Marion, SC USA	Academy For Careers and Technology	Technical Terminators	1051	2232	9.2			9.1976801559342																																																																																																				
1	Lubbock, TX USA	Texas Workforce Commission / McDougal Companies / Lubbock National Bank / Scoggin Dickey Parts Center / G T Service and Machine / Parkhill Smith and Cooper / Hugo Reed / Hillcrest Country Club / Betenbough Homes / Advance Graphix / Stew Art / TES Performance Center / Radio Lab & Monterey High School	The Iron Plainsmen	4734	2233	9.2																				9.1882332056138																																																																																			
1	Riverside, CA USA	The Boeing Company / San Manuel Band of Mission Indians / University of California, Riverside & Riverside Polytechnic High School & RCOE (Riverside County Office of Education)	Poly Techs	3295	2234	9.1						9.1124089698718																																																																																																	
1	Eagan, MN USA	jcpenney/Ergotron/International Council of Systems Engineering & Trinity School at River Ridge	Tritons	4215	2235	9.1																																																															9.0730460736409																																								
1	Bemidji, MN USA	NASA & Bemidji High School	LumberJacks	4674	2236	9.1																			9.0637688877885																																																																																				
1	Houston, TX USA	Baham and Sons Machine Works & Synergistic STEM Outreach Center	Gearnotics	5070	2237	9.1																																																																																										9.0590783157445													
1	Celaya, GUA Mexico	Preparatoria Celaya del Tec de Monterrey	Tectronic	3510	2238	9.0466899871826																												9.0466900750431																																																																											
1	Troy, NY USA	NASA / Rensselaer Polytechnic Institute / National Grid & Troy High School	TroyBotics	5149	2239	9.0191640853882																																		9.0191645376061																																																																					
2	Irvine, CA USA	NASA / JPL / Boeing / Pat Beckman foundation / Beckman Robotics Organization & Arnold O. Beckman High School	Tru Blu	2496	2240	9.0						-4.6085180848494																																									9.0157189749641																																																								
1	shaab, HA Israel	shaab high school	infinity	4794	2241	9.0													9.0032706764825																																																																																										
2	Baytown, TX USA	ExxonMobil & Goose Creek CISD	Blarglefish	1255	2242	9.0				8.9979038040699																																																																																						-3.5931811918989													
2	Windsor, ON Canada	Maranatha Christian Academy	Infinity	4595	2243	9.0																																																																			8.9772231727499														5.2049019583424																						
2	Reardan, WA USA	OSPI/Bezo's Family Foundation & Reardan High School	Pride in the Tribe-Caveman Robotics	3586	2244	8.9										8.9317094915806																															7.1384822380899																																																														
1	Charleston, SC USA	Boeing & Burke High School	Bulldog Autobots	4748	2245	8.9			8.893079384396																																																																																																				
1	Chambersburg, PA USA	Fayetteville Contractors, Inc. / Penn State Mont Alto Campus / Foxhole Technology Mission Essential / JLG Industries / LB Water Service, Inc / TE Connectivity / Volvo / Vacon, Inc. & Chambersburg Area Career Magnet School	Steel Trojans	4615	2246	8.9																																																																					8.8700713593228																																		
2	Tacoma, WA USA	The Boeing Company/OSPI/MultiCare/CAMPS/ORION/Pacific Machine, Inc. & Wilson High School	RoboRams	2555	2247	8.9										-2.9376415949895																																																																		8.8658769892157																											
2	Somerset, NJ USA	Franklin High School	NeoWarriors	613	2248	8.9											8.8581827665816																																																																				6.7721964606724																								
1	Chowchilla, CA USA	2014 FRC Hardship Grant & Chowchilla Union High School	Chowchilla Robotics	4695	2249	8.9																						8.8537137065942																																																																																	
2	Washington, NJ USA	Warren Hills Regional High School	Team Impact	219	2250	8.8											8.8275795169884																																																																				5.2580911149482																								
1	Montréal, QC Canada	Power Corporation/Fusion Jeunesse & École secondaire Daniel-Johnson	Lynx	4957	2251	8.8																																													8.7894379658967																																																										
3	Shelton, WA USA	DS SolidWorks Corp / Alan Walker PE / Green Diamond / Bezos Family Foundation / Team 4450 / Tozier's Ace Hardware / SimpleTechAndRepair.weebly.com / National Instruments / BlackStarPrint.com & 4-H of Mason County	Aldernating Current	5295	2252	8.7740125656128										3.0137837066972																																															8.7740126409123																																						-1.6786739032907								
1	Monticello, MN USA	NASA & Monticello High School	Magic	4632	2253	8.7																																																																8.719382306679																																							
1	Hermantown, MN USA	Hermantown High School	Hawks Robotics	5232	2254	8.6940565109253																			8.6940564317419																																																																																				
1	Washington, DC USA	Bechtel/National Defense Education Program/N. E. T. S./DC Public Schools & McKinley Technology High School	MTHS Firebird Robotics	1915	2255	8.7																																																																							8.6669834028334																																
1	Highlands Ranch, CO USA	United Launch Alliance / Lockheed Martin / PTC & STEM High School	Team IMPULSE	4418	2256	8.6																																																																																			8.6432638382319																				
1	bronx, NY USA	Jane Addams Campus	??	5151	2257	8.6385984420776																																																																																									8.6385988563919														
2	Oak Ridge, NJ USA	Picatinny Arsenal/BAE Systems/National Defense Education Program & JeffersonTwsp. High School	Team Falcon	2600	2258	8.6											-9.6705707219989																																																8.6231204116065																																												
2	Center Line, MI USA	Abrams Foundations & Center Line High School	Panthers	4815	2259	8.6							-9.0206171131671																																																																																							8.6191093475146									
1	Jackson, WY USA	Jackson Hole Energy Sustainability Project / Platt / Lower Valley Energy / The Wort Hotel / Cowboy Steakhouse / American Legion / Kiwanis of Jackson Hole / Emerg+A+Care / Yippy I-O / University of Wyoming NASA Space Consortium / Jackson Hole Rotary Supper Club Foundation / Cafe Bean / Teton County Coca-Cola / Domino's / Square 1 Systems Design / Epsilon Technology / Alces Technology / Wedco Fabrication / Teton County School District & Jackson Hole High School	RoboBroncs	3374	2260	8.6																																				8.59684818447																																																																			
1	Flower Mound, TX USA	jcpenney/Texas Workforce Commission & Flower Mound High School	FMHS Robotics	4192	2261	8.6																																			8.5950805716876																																																																				
1	Scottsdale, AZ USA	Simoncic Family / Employees of Microchip Technology / Scottsdale Foundation For the Future / PTC / Dick Wright Welding & Coronado High Shool	CyberDons	3133	2262	8.6																																														8.5910966009529																																																									
1	Columbus, IN USA	Cummins Inc. & Bartholomew Consolidated School Corporation	GalacTech	4926	2263	8.6																	8.5903707345882																																																																																						
1	Los Angeles, CA USA	The Boeing Company/Amgen Foundation/Aerospace Corporation/ITT Tech/UCLA-MESA/UMOJA & Crenshaw High School	CougarBots	1692	2264	8.6																																															8.553823009736																																																								
1	Colton, CA USA	Gethsenane Lutheran church & Colton High School	ElectroJackets	4056	2265	8.6						8.5513419431777																																																																																																	
1	Colorado Springs, CO USA	Colorado Consortium for Earth and Space Science Education/United States Air Force Academy Research/Springs Fabrication & Vista Ridge High School	Cyber Wolf Robotics	3403	2266	8.5																																																																																			8.5190037295264																				
2	St. Clair Shores, MI USA	South Lake High School	Cavbots	5214	2267	8.5132417678833							-4.4118388033607																																																																																							8.5132417568461									
1	La Crosse, WI USA	La Crosse Central High School	Robo Raiders	4054	2268	8.5																		8.498752656817																																																																																					
2	Ridgefield, NJ USA	Ridgefield Board of Education/The Port Authority of NY & NJ/General Devices/S.T.O.P. of New Jersey/Custom Creations & Ridgefield Memorial High School	Pirates	2070	2269	8.5											7.5932899592688																																8.4979155409523																																																												
2	Detroit, MI USA	SRT/Michigan Engineering Zone & Detroit Edison Public School Academy	Black Hawks	3619	2270	8.5							8.4949300123622																																																																				2.0689027654679																												
1	Tulsa, OK USA	Tulsa Technology Center	Plasmaducks	2004	2271	8.5																																																																				8.4638570062338																																			
3	Tlalpan, DIF Mexico	Motorola Solutions Foundation & Tecnológico Monterrey Campus Ciudad de México	Nautilus	4010	2272	8.4432039260864	Archimedes																											-14.4232692836037																																																				-11.904702364799																				8.4432040457553			
1	Indio, CA USA	NASA/jcpenney & Shadow Hills High School	Noble Nuts	3521	2273	8.4						8.4168412638016																																																																																																	
1	Leamington, ON Canada	Union Gas & Cardinal Carter	Cougar	4932	2274	8.4																																																																																	8.4037089498496																						
1	Cincinnati, OH USA	KEM Services/Metal Working Group/Oak Hills Youth Athletics/Oak Hills Local Schools & Oak Hills High School	ScotBot4284	4284	2275	8.4																																																																			8.3798599863639																																				
1	INGLEWOOD, CA USA	jcpenney & ST. MARY'S ACADEMY	SMARTBOTS	3759	2276	8.4																																															8.3562387490005																																																								
1	Superior, AZ USA	Science Foundation Arizona / Resolution Copper Company & Superior High School	Superior Robotics	3321	2277	8.3322801589966																																														8.3322797716389																																																									
1	Fresno, CA USA	jcpenney & Edison High School FUSD	MindCraft	3495	2278	8.2																						8.2362942346664																																																																																	
1	Layton, UT USA	NDEP/NASA/National Defense Education Program/jcpenney & Northern Utah Academy for Math, Engineering and Science	Birds of Prey	3239	2279	8.2																																				8.2301663845023																																																																			
1	Luray, VA USA	K-3 Solution. Inc./Anderson Windows/Luray Caverns & Luray High School	Robo Dawgs	3307	2280	8.2																																																		8.2069729721725																																																					
1	New Prague, MN USA	New Prague High School	Trojans	5275	2281	8.2018089294434																																																																8.201808580065																																							
1	Detroit Lakes, MN USA	MedTronic / John Deere Inspire / BTD Mfg / TEAM Industries & QWERTY Robotics	QWERTY Robotics	3278	2282	8.2																		8.1851665797127																																																																																					
1	Oxon Hill, MD USA	NDEP/BAE SYSTEMS/National Defense Education Program/Maryland Space Business Roundtable/Naval Sea Systems Command (NAVSEA)/jcpenney/NSBE-AEDC & Oxon Hill High School	Team Dynamite	2819	2283	8.2																																																																																							8.167536005209																
1	Siler City, NC USA	Qualcomm / Central Carolina Community College & Jordan-Matthews High School	Badgers	3822	2284	8.1																																	8.1484274451011																																																																						
1	Northome, MN USA	Blandin Foundation & Northome School	MekaMustangs	3788	2285	8.1476392745972																		8.1476394780465																																																																																					
1	Old Westbury, NY USA	Westbury High School	Rayout	2027	2286	8.1																																																																	8.1180049719513																																						
2	Weymouth, MA USA	PNA / scalley trayer funeral home / Wrobel Engineering / HH Arnold Machining / Weymouth Sportsman Club / SCIDYNE / US First Hardship grant & Venture Crew 73	RAW-Robotics	3927	2287	8.1																																																								1.9431182293293																																			8.0640206263546												
1	EDENTON, NC USA	jcpenney & JOHN A HOLMES HIGH SCHOOL	RETRO ROBOT SQUAD	3493	2288	8.1																																	8.0629504463455																																																																						
2	Brewster, WA USA	OSPI/Platt Electric/Bezos Family Foundation & Brewster High School	Da Bears	3831	2289	8.0																																									7.9764147157888																																				0.7191584698137																										
1	Kealakekua, HI USA	Konawaena Wildcats	Wildcats	3878	2290	7.9																																																														7.9307730230149																																									
1	Fort Mcmurray, AB Canada	Father Mercredi High School	Trappers	4625	2291	7.9																																																																																7.927565417237																							
1	West Covina, CA USA	Qualcomm/Ride and Show Engineering/Central Powder Coating/Vivid-Hosting/West Covina Unified School District & West Covina High School	RAWC (Robotics Alliance Of West Covina)	968	2292	7.9																																															7.910160743374																																																								
1	Houston, TX USA	Bechtel / Intertek / Greater Texas Foundation / West Houston STEW Initiative & Lee High School	Crimson Dragons	4346	2293	7.9																																																																																										7.8893398108407													
1	Bexley, OH USA	Bexley Education Foundation / DeVry University / Franklin International (Titebond) / Dupler Office / 360 Architects & Bexley High School	Bexley Lions	4753	2294	7.9																																																																					7.8641322153249																																		
1	Peculiar, MO USA	Black & Veatch/KCP&L/Honeywell & Raymore Peculiar High School	Panthers	2357	2295	7.9																															7.8530669423349																																																																								
1	Mission Hills, CA USA	Disney Imagineering, Xerox, ITT Tech, CPSD Law FIrm, Bank of America, Quality Logic, St. Mary's Home for the Elderly, Northrup Grumman & Bishop Alemany High School RoboWarriors	RoboWarriors	2659	2296	7.8						7.7934417915791																																																																																																	
2	Weymouth, MA USA	Weymouth High School	SCRAP	4151	2297	7.8									7.7853434757777																																																															4.5057263152054																															
1	Rochester, NY USA	Rochester City School District / Optimation and Kingsbury / Thomson-Reuters Corporation / Ravi Engineering & Land Surveying, P.C. & Rochester City Schools	Roc City Robotix	3838	2298	7.8																																																																		7.7699090436003																																					
2	Gresham, OR USA	The Boeing Company/Microchip/Oregon Department of Education & Gresham High School	Go4bots	2542	2299	7.767548084259																									7.7675482461281																														7.6735311036002																																																
1	Camarillo, CA USA	Gene HAAS Foundation / Amgen / Teledyne Scientific / American Plastics / ImageStuff.com & Ace Charter High School	"""Flying Aces"""	4711	2300	7.7																													7.7469195357217																																																																										
2	weston, MA USA	Draper Labs & Cambridge School of WEston	Gryphons	5347	2301	7.7316756248474																																					-12.9730401921353																																			7.7316755104167																															
1	Denver, CO USA	Covidien & CEC Middle College	1/4 Twenties	2259	2302	7.7																																																																																			7.7076151479252																				
1	Idabel, OK USA	International Paper Corp & Kiamichi Technology Center-Idabel	KTC-Monsters	3152	2303	7.7																																																																				7.6778874872223																																			
1	Lachine, QC Canada	Vigilant Global / McGill Unversity / Argosy Foundation / Robotique FIRST Québec / Youth Fusion Jeunesse / Lester B. Pearson School Board & Lakeside Academy	LA Tech	4955	2304	7.7																																													7.6762549307662																																																										
1	Freeport, IL USA	Honeywell/Freeport School District 145/Trez Turning & Freeport High School & Aquin High School	MetalHeads	81	2305	7.7																																																			7.6758967293244																																																				
1	Windsor, ON Canada	Brave Control Solutions / The Chrysler Foundation / FCF Custom Fab / BASF / Radix & Vincent Massey	Mustangs	4903	2306	7.7																																																																																	7.6742195508038																						
1	Chandler, AZ USA	Si Se Puede/Orbital & Chandler High School	Robowolves	1290	2307	7.6																																														7.6286178438461																																																									
1	Cuernavaca, MOR Mexico	TecMilenio Campus Cuernavaca	Synergy	4667	2308	7.6058325767517																												7.6058323473834																																																																											
1	Salina, KS USA	Great Plains Manufacturing/Greater Salina Community Foundation/Salina Central Booster Club & Salina Central High School	HorsePOWER	3172	2309	7.5																															7.5345088740107																																																																								
1	Grain Valley, MO USA	NASA / Honeywell FM&T / DeHaan Remodeling / Absolute Automotive / Kansas City Power and Light / Sprint / Master Carpet Care / May Technology & Mfg. Inc / KCScout / Schefers Roofing & Grain Valley RV School Dist. High School	Eagles	2874	2310	7.5																															7.5082532041249																																																																								
1	Wheeler, TX USA	Texas Workforce Commission & Kelton ISD	Toxic Robos	4798	2311	7.4																				7.4406980605843																																																																																			
1	Chula Vista, CA USA	Qualcomm/NASA/Anytime Sign Solutions & Hilltop High School	EPIC Robotics	2193	2312	7.4																7.4393539857608																																																																																							
1	Singapore, 1 Singapore	Autodesk & Singapore American School	One Degree North	4817	2313	7.4																																																														7.3934472464527																																									
1	Lagrange, GA USA	Kimberly-Clark & Troup High School	Sumdroids	3581	2314	7.4																																																													7.3914949086927																																										
1	Plainfield, NJ USA	Plainfield High	Killer Kardinals	136	2315	7.4																																																																															7.3616941719523																								
1	Saint-Hubert, QC Canada	Bombardier Aéronautique Inc. / Fusion Jeunesse / Robotique FIRST Québec / Héroux Devtek / Averna & École Mgr-A.-M.-Parent (CSMV)	Piranha	3532	2316	7.3																																													7.3259184098908																																																										
1	Tel Aviv, TA Israel	Tel Aviv Municipality & Tichon Hadash	Vulcan	3835	2317	7.3													7.2910449229861																																																																																										
1	Troy, IL USA	The Boeing Company/jcpenney & Triad High School	Resurrected Robotics	4246	2318	7.2883968353272																																7.288396661805																																																																							
1	Minnetonka, MN USA	Covidien & Hopkins High School	Technocrats	2239	2319	7.3																																																																7.2749482747245																																							
1	London, ON Canada	ARMO Tool & Sir Wilfrid Laurier Secondary School	Ram-ferno	3756	2320	7.3																																												7.2642237211754																																																											
1	Haliburton, ON Canada	Haliburton Highlands S.S.	Hawks	5324	2321	7.2580943107605																																																												7.2580941650886																																											
2	Storrs, CT USA	Tolland County 4-H	Aluminati	3555	2322	7.2																											6.8714076298979																																																			7.2284300176005																									
1	Chongqing, 50 China	Jilin Normal University Affiliated High School CHINA & SHENZHEN DADALELE CULTURE COMMUNICATION CO.,LTD	RBT	5301	2323	7.2135953903198																				7.2135956049482																																																																																			
2	Erie, PA USA	GE Volunteers & Erie School District	CIA - Creativity In Action	291	2324	7.2																	7.1863575851532																																																				4.871016847482																																		
1	Indianapolis, IN USA	Rolls Royce Corporation / Interactive Intellicence Foundation / Comcast-NBC Universal / Water Jet Cutting of Indiana / Indianapolis Public Schools & Arsenal Technical High School	POWER-Storm	2360	2325	7.2																	7.1777523550559																																																																																						
1	Gomez Palacio, DUR Mexico	PEÑOLES & INSTITUTO FRANCÉS DE LA LAGUNA	Leones Francés	4603	2326	7.1769318580628																												7.1769316733528																																																																											
1	658 W. Mitchell Rd, TN USA	Nucor Memphis & Mitchell High School	Tiger Bots	4721	2327	7.2																																																																																						7.1750679007862																	
2	Wanaque, NJ USA	Johnson and Johnson / Johnson Controls & Lakeland Regional High School	Moderate Heat	265	2328	7.2											5.0662012079735																																																7.1508686238836																																												
1	Harmony, FL USA	Osceola County School District/Lockheed Martin/Progress Energy/Walt Disney World Resorts/Walmart & Harmony High School & TECO PATHS High School & Saint Cloud High School	Mekheads	1604	2329	7.1																														7.1245550270119																																																																									
1	Nashville, TN USA	Nissan North America/Universal Robotics/Doerfer Companies Wright Industries/Barge, Waggoner, Sumner & Canon, Inc/Cummins Station/Tennessee State University College of Engineering/Adventure Science Center & Stratford STEM Magnet High School	Sparta Bots	4740	2330	7.1																																																																						7.1041255180247																																	
2	River Rouge, MI USA	GM Foundation Grant/Bosch Corp. & River Rouge High School	Panthers	4838	2331	7.1																																																																									2.6948539276721																			7.0985538291882											
2	Newark, NJ USA	Science Park High School	The League	752	2332	7.1																																											4.712493545505																																				7.0846701445035																								
1	Oceanside, NY USA	Oceanside Union Free School District	Oceanside Sailors	1554	2333	7.1																																																																	7.0572648267023																																						
1	63-25 Main St, NY USA	NASA & John Bowne High School	Automatons	4528	2334	7.0																																																																																									7.0453205772048														
1	Paducah, KY USA	jcpenney & 4-H & Lone Oak High School	Mechanized Mustangs	3868	2335	7.0																																7.0378189446021																																																																							
1	Lake Forest, IL USA	The Boeing Company & Lake Forest Academy	Caxys	3734	2336	7.0																																																			7.0088996778139																																																				
1	Cowansville, QC Canada	GE Aviation / Robotique FIRST Québec / Ville de Cowansville & École secondaire Massey-Vanier	Fenix	4947	2337	6.8870024681091																																													6.8870026840126																																																										
1	Cleveland, OH USA	GE Lighting & MC2STEM High School	MC2STEM Maniacs	3356	2338	6.7																																																	6.7322147906585																																																						
1	Roseau, MN USA	Polaris Industries & Roseau High School	Rams	2654	2339	6.7																																																																6.7179732317517																																							
1	Los Angeles, CA USA	Lockheed Martin / Northrop Grumman / Raytheon / The Boeing Company / Amgen Foundation / Parametric Technology / USC Viterbi School of Engineering / Google / Society of Hispanic Professional Engineers & Augustus F. Hawkins & Academy of Science and Engineering	The Robo-Skunks	1644	2340	6.7																																															6.7014270691414																																																								
1	West Valley City, UT USA	Granger High School	BOLTS	5345	2341	6.5365762710571																																				6.5365764095236																																																																			
1	Memphis, TN USA	Shelby County Schools & Booker T. Washington	Bluff City Bots	2817	2342	6.5																																																																																						6.5298755936513																	
1	San Antonio, TX USA	University of the Incarnate Word/Texas Workforce Commission/Elmendorf Family Fund & St. Anthony Catholic High School	Metal Jackets	3345	2343	6.5163698196411				6.5163697586674																																																																																																			
1	San Antonio, TX USA	Antonian College Preparatory High School	Apaches	5241	2344	6.4979867935181				6.4979867685159																																																																																																			
1	Pryor, OK USA	American Castings / Oklahoma Department of Education / Rockwell Automation & Pryor High School	Cyborg Tigers	4523	2345	6.5																																																																				6.4772939960701																																			
1	Norcross, GA USA	Meadowcreek High School	RoboMustangs	5074	2346	6.5																																																													6.4665711494946																																										
1	North Charleston, SC USA	The Boeing Company & RB Stall High School	STAR Warriors	4243	2347	6.5			6.4509617596115																																																																																																				
1	Belle River, ON Canada	Valiant Machine and Tool & Belle River District High School	Nobles	4920	2348	6.4																																																																																	6.4062607009053																						
1	Atlanta, GA USA	Lockheed Martin & Future Seekers, Inc.	The SWAGbots	4148	2349	6.4																																																													6.4058938408715																																										
1	Washington, DC USA	The Boeing Company/District of Columbia Public Schools & Dunbar Pre-Engineering High School	Crimson Tide Engineers	2961	2350	6.4																																																																							6.3597226954328																																
1	Milwaukee, WI USA	General Electric / jcpenney & School of Career and Technical Education	Cougar-Bots	4247	2351	6.3																																																			6.3180811547316																																																				
1	Perry, UT USA	Neighborhood Robotic Group	Atlas Engineering	5346	2352	6.297468662262																																				6.2974688899674																																																																			
1	Hod-Ha'Sharon, M Israel	Hod Hasharon Municipality/M.H.S. TECHNOLOGIES/Bnai Brith Hod Hasharon/CONTROP PRECISION TECHNOLOGIES LTD & Hadarim High School	Ha-Dream Team	3075	2353	6.3													6.2741192090617																																																																																										
1	Hazelwood, MO USA	The Boeing Company/LMI Aerospace/Armor Key & Hardware/Handymann Hardware & Hazelwood West High School	Shrapnel Sergeants	2408	2354	6.3																																6.2589492516465																																																																							
2	Deming, WA USA	NASA & Mt. Baker High School	Mountaineers	4654	2355	6.2																										-16.1598371529097																6.2452632995047																																																													
1	Jenks, OK USA	Williams/OSDE/AEP/Riverside Eye Clinic & Jenks High School	Prime Movers	31	2356	6.2																																																																				6.2427578471294																																			
1	Puebla, PUE Mexico	Universidad Tec Milenio- Campus Puebla	EARTH	4723	2357	6.2																												6.2401046946383																																																																											
1	Mora, MN USA	NASA/jcpenney & Robostang	Robostang	4166	2358	6.2208280563355																			6.2208280834255																																																																																				
2	Scarborough, ON Canada	TDSB & Sir Wilfrid Laurier CI	Laurier Robotics	5036	2359	6.2	Curie													6.1761845177053																																																																																							2.3440211136847		
1	Huntington Station, NY USA	Underwriter's Laboratories/County Line Hardware/Sign A Rama & Walt Whitman High School	Robocats	2161	2360	6.1690864562988																																																																	6.1690865262784																																						
1	Richmond, VA USA	Solidworks/Gates Corporation/Capital Sales and Equipment/The McKenna Family/FNBC & Benedictine College Preparatory	Team CLUTCH	1033	2361	6.1																																																		6.1032432542513																																																					
1	Denver, CO USA	National Instruments & Thomas Jefferson High School	Sparta Robotica	3648	2362	5.9																																																																																			5.9279226817723																				
1	San Antonio, TX USA	Time Warner Cable / CPS Energy / School of Excellence in Education / San Antonio TAME & Milton B. Lee	Tech Know Logic	2985	2363	5.9				5.9167287102763																																																																																																			
1	Springfield, IL USA	University of Illinois at Springfield & Sacred Heart-Griffin & University of Illinois Extension	Ninjaneers	4156	2364	5.9																																5.907044867772																																																																							
1	685 Military Trail, ON Canada	Fossil and Haggis Pub / Toronto Catholic District School Board / Triple M Metal LP / Toronto Police Service / Landmark Storage Solutions / University of Waterloo / Royal Lepage / Cyberdyne Systems Coporation / Tyrell Corporation / Weyland-Yutani & Blessed Pope John Paul II C.S.S.	RoboPanthers	4718	2365	5.9														5.902149658006																																																																																									
2	Brooklyn, MI USA	Columbia Central	Golden Eagles	5233	2366	5.8571515083313																																																																											5.8571514494943																	4.912532450702											
1	Warrensburg, MO USA	NASA/Waterloo Industries, Inc./University of Central Missouri/Lowe's & Warrensburg R6 School District	The Burger Bots	4455	2367	5.856960773468																															5.8569610047546																																																																								
1	Edinburg, TX USA	Texas Workforce Commission/jcpenney/Time Warner & EHS RoboCats	EHS RoboCats	4332	2368	5.8				5.8211249201643																																																																																																			
1	Hopkins, SC USA	CATE/jcpenney & Lower Richland High School	Electric Hornets	3976	2369	5.8			5.7957101940025																																																																																																				
1	Baltimore, MD USA	2014 FRC Hardship Grant / NASA / Booz-Allen Hamilton / ARL / Northrop Grumman / Johns Hopkins Pathology & Dunbar and Patterson High Schools	Lab Rats	1748	2370	5.8																																																																																							5.7604055211479																
1	Union, KY USA	Emerson Industrial Automation/Acramold/ACE Machine/J C Penney & Boone County Schools	Boone County	3814	2371	5.7																																																																			5.7281667971087																																				
1	Cheektowaga, NY USA	ERIE 1 BOCES High School	E1Bots	1765	2372	5.7																																																																		5.6752386540789																																					
1	Memphis, TN USA	Shelby County Schools & Southwind High School	Jaguars	4989	2373	5.6																																																																						5.6410113058742																																	
2	Flint, MI USA	General Motors / Mott Foundation / Flint Community Schools / Axalta & Hamady High School & Flint Northern Academy & Flint Northwestern Academy & Flint Southwestern Academy & Mott Middle College	Team F.I.R.E.	322	2374	5.6																							-4.1801651753329																																																																							5.6225887269387									
2	Niles, MI USA	Lake Michigan College Youth Robotics	Simplotix	4409	2375	5.6																																																																										-1.5166415367348																			5.620840429042										
1	Sacramento, CA USA	Rio Americano	Rio Raidicons	4698	2376	5.6079339981079																													5.607934160399																																																																										
1	Irving, TX USA	The Texas High School Project Fund of Communities Foundation of Texas/jcpenney & Jack E. Singley Academy of Irving ISD	Aftershock	3370	2377	5.6																																			5.5696665574459																																																																				
1	Chicago, IL USA	Northside College Prep	Axiom	4787	2378	5.5119519233704																																																																																					5.5119520519744																		
